identifier,incident,start date,end date,number of deaths,state,start_month,end_month
IBD031730,Cult Clashes,2025-02-06,2025-02-13,2,Abia,2,2
IBD031790,Stray Bullet,2025-02-06,2025-02-06,1,Delta,2,2
IBD031685,Troops Vs Bandits,2025-02-06,2025-02-06,4,Zamfara,2,2
IBD031711,Domestic Violence,2025-02-06,2025-02-06,1,Akwa Ibom,2,2
IBD031679,Woman Vs Neighbour,2025-02-06,2025-02-06,1,Rivers,2,2
IBD031687,Domestic Violence,2025-02-06,2025-02-06,1,Akwa Ibom,2,2
IBD031683,Bandits Attack,2025-02-06,2025-02-06,2,Katsina,2,2
IBD031696,Student Vs Colleague,2025-02-06,2025-02-06,1,Nasarawa,2,2
IBD031962,Domestic Violence,2025-02-06,2025-02-06,1,Akwa Ibom,2,2
IBD031664,Inferno,2025-02-05,2025-02-05,17,Zamfara,2,2
IBD031695,Auto Crash,2025-02-05,2025-02-05,1,Lagos,2,2
IBD031700,Domestic Violence,2025-02-05,2025-02-05,1,Kano,2,2
IBD031663,Man Vs Trader,2025-02-05,2025-02-05,1,Abuja,2,2
IBD031725,Bandit Vs Vigilante,2025-02-05,2025-02-05,1,Niger,2,2
IBD031672,Domestic Violence,2025-02-04,2025-02-04,1,Bayelsa,2,2
IBD031698,Boko Haram Explosion,2025-02-04,2025-02-04,2,Borno,2,2
IBD031676,Herdsmen Vs Hunters,2025-02-04,2025-02-04,6,Benue,2,2
IBD031678,Auto Crash,2025-02-04,2025-02-04,3,Ogun,2,2
IBD031652,Troops Vs Boko Haram Iswap,2025-02-04,2025-02-04,7,Borno,2,2
IBD031677,Security Operative Vs Bolt Driver,2025-02-04,2025-02-04,1,Edo,2,2
IBD031670,Police Vs Bandits,2025-02-04,2025-02-04,2,Bauchi,2,2
IBD031668,Auto Crash,2025-02-04,2025-02-04,1,Ogun,2,2
IBD031649,Auto Crash,2025-02-03,2025-02-03,4,Niger,2,2
IBD031682,Domestic Violence,2025-02-03,2025-02-03,1,Niger,2,2
IBD031661,Auto Crash,2025-02-03,2025-02-03,1,Ogun,2,2
IBD031699,Corpse Found,2025-02-03,2025-02-03,1,Abuja,2,2
IBD031666,Gunmen Attack,2025-02-03,2025-02-04,2,Lagos,2,2
IBD031656,Cult Clash,2025-02-03,2025-02-03,1,Bayelsa,2,2
IBD031669,Hunters Vs Herdsmen,2025-02-03,2025-02-03,3,Benue,2,2
IBD031654,Gunmen Attack,2025-02-03,2025-02-03,2,Kaduna,2,2
IBD031658,Auto Crash,2025-02-03,2025-02-03,3,Abuja,2,2
IBD031645,Assailants Kills 4,2025-02-03,2025-02-03,4,Osun,2,2
IBD031667,Herdsmen Vs Farmers,2025-02-02,2025-02-02,3,Benue,2,2
IBD031651,Auto Crash,2025-02-02,2025-02-02,2,Ogun,2,2
IBD031647,Security Operatives Vs Hoodlums,2025-02-02,2025-02-02,35,Imo,2,2
IBD031637,Assailant Vs Man,2025-02-02,2025-02-02,1,Oyo,2,2
IBD031650,Troops Vs Bandit,2025-02-02,2025-02-02,1,Taraba,2,2
IBD031638,Inferno,2025-02-02,2025-02-02,5,Borno,2,2
IBD031635,Herdsmen Attack,2025-02-02,2025-02-02,16,Ebonyi,2,2
IBD031644,Security Operatives Kills 4,2025-02-02,2025-02-02,4,Kano,2,2
IBD031646,Kidnapper Attack,2025-02-01,2025-02-01,1,Plateau,2,2
IBD031642,Auto Crash,2025-02-01,2025-02-01,1,Ogun,2,2
IBD031633,Auto Crash,2025-02-01,2025-02-01,30,Ondo,2,2
IBD031640,Gunmen Attack,2025-02-01,2025-02-01,1,Taraba,2,2
IBD031643,Assailants Vs Children,2025-02-01,2025-02-01,3,Anambra,2,2
IBD031665,Communal Clash,2025-02-01,2025-02-01,2,Nasarawa,2,2
IBD031662,Security Operatives Vs Drivers,2025-01-31,2025-01-31,8,Anambra,1,1
IBD031628,Auto Crash,2025-01-31,2025-01-31,4,Anambra,1,1
IBD031657,Cso And Son,2025-01-31,2025-01-31,2,Rivers,1,1
IBD031636,Man Drowns,2025-01-31,2025-01-31,1,Oyo,1,1
IBD031634,Cult Clash,2025-01-31,2025-02-01,3,Rivers,1,2
IBD031629,Security Operative Kills 1,2025-01-31,2025-01-31,1,Abuja,1,1
IBD031718,Gunmen Vs Police Officer,2025-01-31,2025-01-31,1,Yobe,1,1
IBD031630,Gunmen Attack,2025-01-31,2025-01-31,5,Plateau,1,1
IBD031791,Mysterious Death,2025-01-31,2025-02-03,1,Enugu,1,2
IBD031627,Auto Crash,2025-01-31,2025-01-31,1,Lagos,1,1
IBD032000,Inferno,2025-01-30,2025-01-30,1,Yobe,1,1
IBD031620,Security Operatives Vs Gunmen,2025-01-30,2025-01-30,25,Anambra,1,1
IBD031623,Electricity Vandal,2025-01-30,2025-01-30,1,Abuja,1,1
IBD031641,Banditry,2025-01-30,2025-01-30,3,Zamfara,1,1
IBD031598,Auto Crash,2025-01-29,2025-01-29,1,Lagos,1,1
IBD031616,Gunmen Attack,2025-01-29,2025-01-29,2,Ogun,1,1
IBD031626,Kidnappers Kill Mother Son,2025-01-29,2025-01-29,2,Anambra,1,1
IBD031606,Kidnap Victim,2025-01-28,2025-01-28,1,Niger,1,1
IBD031621,Motorcycle Thief,2025-01-28,2025-01-28,1,Abuja,1,1
IBD031602,Medical Negligence,2025-01-28,2025-01-28,1,Rivers,1,1
IBD031619,Herdsmen Attack,2025-01-28,2025-01-28,5,Ondo,1,1
IBD031611,Childbirth Complications,2025-01-28,2025-01-28,1,Ogun,1,1
IBD031918,Youths Vs Teenager,2025-01-28,2025-01-28,1,Abia,1,1
IBD031615,Naf Vs Boko Haram,2025-01-28,2025-01-28,40,Borno,1,1
IBD031614,Bandtiry,2025-01-28,2025-01-28,1,Katsina,1,1
IBD031609,Bandits Vs Herder,2025-01-28,2025-01-28,1,Niger,1,1
IBD031789,Gun Kill Abducted Woman,2025-01-28,2025-01-28,1,Abuja,1,1
IBD031632,Youth Vs Herdsmen,2025-01-28,2025-01-28,2,Delta,1,1
IBD031601,Building Collapse,2025-01-28,2025-01-28,3,Lagos,1,1
IBD031613,Fulani Herders Vs Farmers,2025-01-28,2025-01-28,2,Delta,1,1
IBD031603,Explosion,2025-01-27,2025-01-27,4,Ogun,1,1
IBD031624,Ritual Killing,2025-01-27,2025-01-27,2,Delta,1,1
IBD031617,Security Operative Vs Gunmen,2025-01-27,2025-01-27,6,Anambra,1,1
IBD031724,Police Vs Youths,2025-01-27,2025-01-27,2,Benue,1,1
IBD031671,Corpse Found,2025-01-27,2025-01-27,1,Niger,1,1
IBD031596,Robbers Kill Motorist,2025-01-26,2025-01-26,1,Abuja,1,1
IBD031592,Auto Crash,2025-01-26,2025-01-26,3,Edo,1,1
IBD031593,Mining Explosion,2025-01-26,2025-01-26,25,Niger,1,1
IBD031605,Domestic Violence,2025-01-26,2025-01-26,1,Kaduna,1,1
IBD031597,Assailants Vs Woman,2025-01-26,2025-01-26,1,Anambra,1,1
IBD031622,Flood Disaster,2025-01-25,2025-01-25,1,Kwara,1,1
IBD031586,Auto Crash,2025-01-25,2025-01-25,19,Enugu,1,1
IBD031604,Gunmen Attack,2025-01-25,2025-01-25,1,Kogi,1,1
IBD031594,Drown,2025-01-25,2025-01-25,1,Kano,1,1
IBD031588,Auto Crash,2025-01-25,2025-01-25,1,Oyo,1,1
IBD031610,Police Vs Kidnappers,2025-01-25,2025-01-25,5,Ogun,1,1
IBD031600,Boko Haram Vs Soldiers,2025-01-24,2025-01-24,20,Borno,1,1
IBD031587,Police Vs Ipob Members,2025-01-24,2025-01-24,8,Imo,1,1
IBD031589,Assassins Kill Professor,2025-01-24,2025-01-24,1,Delta,1,1
IBD031583,Banditry,2025-01-23,2025-01-23,1,Kaduna,1,1
IBD031607,Gunmen Attack,2025-01-23,2025-01-23,1,Anambra,1,1
IBD031722,Hoodlums Kill Nysc Member,2025-01-23,2025-01-23,1,Plateau,1,1
IBD031576,Police Vs Kidnappers,2025-01-23,2025-01-23,3,Lagos,1,1
IBD031577,Domestic Violence,2025-01-22,2025-01-22,1,Abia,1,1
IBD031653,Gunmen Attack,2025-01-22,2025-01-22,2,Kaduna,1,1
IBD031573,Inferno,2025-01-22,2025-01-22,2,Ondo,1,1
IBD031569,Husband Vs Wife,2025-01-22,2025-01-22,1,Anambra,1,1
IBD031595,Undergraduate Student,2025-01-22,2025-01-22,1,Osun,1,1
IBD031544,Bandits Vs Boko Haram,2025-01-22,2025-01-22,20,Niger,1,1
IBD031579,Army Kill Wanted Terrorist,2025-01-22,2025-01-22,1,Plateau,1,1
IBD031564,Tanker Accident,2025-01-22,2025-01-23,1,Oyo,1,1
IBD031572,Auto Crash,2025-01-22,2025-01-22,14,Kwara,1,1
IBD031574,Auto Crash,2025-01-22,2025-01-22,2,Ebonyi,1,1
IBD031580,Boko Haram Vs Fishermenborno,2025-01-22,2025-01-22,20,Unknown,1,1
IBD031575,Gunmen Vs Lawyer,2025-01-22,2025-01-22,1,Imo,1,1
IBD031735,Medical Negligence,2025-01-21,2025-01-21,1,Imo,1,1
IBD031562,Boko Haram Iswap Ied Explosion,2025-01-21,2025-01-21,1,Borno,1,1
IBD031582,Naf Vs Terrorists,2025-01-21,2025-01-21,52,Niger,1,1
IBD031655,Inferno,2025-01-21,2025-01-21,6,Kano,1,1
IBD031561,Auto Crash,2025-01-21,2025-01-21,1,Ogun,1,1
IBD031570,Soldiers Vs Bandits,2025-01-21,2025-01-22,2,Kebbi,1,1
IBD031571,Hoodlums Kill Herder,2025-01-21,2025-01-21,1,Abuja,1,1
IBD031568,Man Dies Inside Well,2025-01-21,2025-01-21,1,Kano,1,1
IBD031691,Domestic Violence Inferno,2025-01-21,2025-01-21,1,Anambra,1,1
IBD031688,Police Vs Bandits,2025-01-21,2025-01-21,11,Katsina,1,1
IBD031784,Stone To Death,2025-01-20,2025-01-20,1,Ogun,1,1
IBD031566,Soldiers Vs Bandits,2025-01-20,2025-01-21,12,Sokoto,1,1
IBD031563,Market Robbery,2025-01-20,2025-01-20,9,Yobe,1,1
IBD031567,Soldiers Vs Bandits,2025-01-20,2025-01-21,12,Zamfara,1,1
IBD031551,Auto Crash,2025-01-20,2025-01-20,5,Ogun,1,1
IBD031553,Boat Mishap,2025-01-20,2025-01-20,3,Rivers,1,1
IBD031773,Auto Crash,2025-01-20,2025-01-20,1,Abuja,1,1
IBD031558,Police Vs Kidnapper,2025-01-19,2025-01-19,1,Adamawa,1,1
IBD031540,Gunmen Kill Prophet,2025-01-19,2025-01-19,1,Ogun,1,1
IBD031552,Auto Crash,2025-01-19,2025-01-19,1,Ogun,1,1
IBD031549,Cultist,2025-01-19,2025-01-19,1,Ondo,1,1
IBD031541,Communal Clash,2025-01-18,2025-01-18,1,Ebonyi,1,1
IBD031556,Police Vs Bandits,2025-01-18,2025-01-18,1,Kogi,1,1
IBD031538,Auto Crash,2025-01-18,2025-01-18,98,Niger,1,1
IBD031590,Wedding Guest,2025-01-18,2025-01-18,1,Niger,1,1
IBD031548,Banditry,2025-01-18,2025-01-18,7,Katsina,1,1
IBD031543,Drowns,2025-01-17,2025-01-17,2,Ekiti,1,1
IBD031530,Land Dispute,2025-01-17,2025-01-17,5,Ondo,1,1
IBD031546,Efcc Operative,2025-01-17,2025-01-17,1,Anambra,1,1
IBD031542,Assailant Vs Woman,2025-01-17,2025-01-17,1,Ogun,1,1
IBD031537,Cult Clash,2025-01-17,2025-01-17,1,Bayelsa,1,1
IBD031536,Assailant Kills Two,2025-01-17,2025-01-17,3,Delta,1,1
IBD031547,Troops Vs Bandits,2025-01-17,2025-01-17,20,Zamfara,1,1
IBD031526,Miliatry Vs Lakurawa,2025-01-16,2025-01-16,11,Sokoto,1,1
IBD031560,Sex Romp,2025-01-16,2025-01-16,1,Abuja,1,1
IBD031535,Footballer Slumps Dies,2025-01-16,2025-01-16,1,Ogun,1,1
IBD031872,Ritual Killing,2025-01-16,2025-01-16,1,Lagos,1,1
IBD031529,Auto Crash,2025-01-16,2025-01-16,10,Benue,1,1
IBD031591,Boko Haram Vs Soldiers,2025-01-16,2025-01-16,94,Borno,1,1
IBD031528,Communual Clash,2025-01-16,2025-01-16,1,Osun,1,1
IBD031545,Man Kills Inlaw,2025-01-16,2025-01-16,1,Imo,1,1
IBD031531,Fire Incident,2025-01-16,2025-01-16,1,Abuja,1,1
IBD031532,Drowns,2025-01-15,2025-01-15,1,Lagos,1,1
IBD031521,Auto Crash,2025-01-15,2025-01-15,1,Lagos,1,1
IBD031518,Cult Killing,2025-01-15,2025-01-15,1,Akwa Ibom,1,1
IBD031585,Decomposing Body,2025-01-15,2025-01-15,1,Benue,1,1
IBD031527,Bandits Kill Medical Doctor,2025-01-14,2025-01-14,1,Katsina,1,1
IBD031513,Auto Crash,2025-01-14,2025-01-14,1,Oyo,1,1
IBD031565,Boy Shot Dead,2025-01-14,2025-01-14,1,Kebbi,1,1
IBD031522,Security Operatives Vs Gunmen,2025-01-14,2025-01-14,5,Anambra,1,1
IBD031524,Auto Crash,2025-01-14,2025-01-14,4,Ondo,1,1
IBD031508,Auto Crash,2025-01-14,2025-01-14,6,Kogi,1,1
IBD031519,Cultists Vs Vigilante,2025-01-14,2025-01-14,1,Rivers,1,1
IBD031514,Kidnapper Vs Banker,2025-01-14,2025-01-14,1,Anambra,1,1
IBD031523,Boko Haram Vs Security Operatives,2025-01-14,2025-01-14,50,Borno,1,1
IBD031520,Troops Vs Terrorists,2025-01-14,2025-01-14,20,Kebbi,1,1
IBD031525,Hoodlums Vs Cyclist,2025-01-14,2025-01-14,1,Abuja,1,1
IBD031505,Fire Outbreak,2025-01-13,2025-01-13,1,Rivers,1,1
IBD031507,Auto Crash,2025-01-13,2025-01-13,2,Rivers,1,1
IBD031517,Auto Crash,2025-01-13,2025-01-13,8,Niger,1,1
IBD031509,Auto Crash,2025-01-13,2025-01-13,2,Abuja,1,1
IBD031511,Man Kill Father,2025-01-13,2025-01-13,1,Delta,1,1
IBD031496,Armed Robbers Vs Man,2025-01-13,2025-01-13,1,Oyo,1,1
IBD031510,Man Vs Police Officer,2025-01-13,2025-01-13,1,Kano,1,1
IBD031485,Boko Haram Attack,2025-01-12,2025-01-12,2,Borno,1,1
IBD031500,Communal Clash,2025-01-12,2025-01-12,2,Ondo,1,1
IBD031515,Lovers Vs Foreigner,2025-01-12,2025-01-12,1,Ogun,1,1
IBD031489,Domestic Violence,2025-01-12,2025-01-12,1,Ogun,1,1
IBD031497,Boko Haram Vs Farmers,2025-01-12,2025-01-12,40,Borno,1,1
PAR012735,Lovers Vs Foreigner,2025-01-12,2025-01-12,1,Ogun,1,1
IBD031495,Facebook Lover,2025-01-12,2025-01-12,1,Lagos,1,1
IBD031503,Auto Crash,2025-01-12,2025-01-12,6,Sokoto,1,1
IBD031499,Domestic Violence,2025-01-12,2025-01-12,1,Nasarawa,1,1
IBD031501,Auto Crash,2025-01-11,2025-01-11,19,Plateau,1,1
IBD031777,Military Airstrike,2025-01-11,2025-01-11,16,Zamfara,1,1
IBD031482,Auto Crash,2025-01-11,2025-01-11,2,Lagos,1,1
IBD031493,Herders Kill 9,2025-01-11,2025-01-11,8,Nasarawa,1,1
IBD031492,Well Digger Dies,2025-01-11,2025-01-11,1,Ogun,1,1
IBD031504,Kidnappers Kill Vigilante,2025-01-11,2025-01-11,1,Lagos,1,1
IBD031484,Domestic Violence,2025-01-11,2025-01-11,1,Ondo,1,1
IBD031506,Hoodlums Vs Motorcyclist,2025-01-11,2025-01-11,1,Abuja,1,1
IBD031550,Kidnappers Vs Teenager,2025-01-11,2025-01-11,1,Katsina,1,1
IBD031488,Herdsmen Kidnappers Kill Victim,2025-01-11,2025-01-11,1,Benue,1,1
IBD031491,Auto Crash,2025-01-11,2025-01-11,1,Osun,1,1
IBD031494,Fulani Herdsmen Attack,2025-01-11,2025-01-11,1,Abuja,1,1
IBD031476,Sex Worker Vs Barman,2025-01-10,2025-01-10,1,Adamawa,1,1
IBD031479,Terrorists Kill Airtel Staff,2025-01-10,2025-01-10,3,Kebbi,1,1
IBD031486,Banditry,2025-01-10,2025-01-10,29,Zamfara,1,1
IBD031599,Kidnapper Killed Man,2025-01-10,2025-01-10,1,Jigawa,1,1
IBD031480,Armed Robbers Vs Uber Driver,2025-01-09,2025-01-09,1,Lagos,1,1
PAR012723,Auto Crash,2025-01-09,2025-01-09,10,Kaduna,1,1
IBD031554,Fraudsters Kill Girl,2025-01-09,2025-01-09,1,Delta,1,1
IBD031481,Well Digger,2025-01-09,2025-01-09,1,Kano,1,1
IBD031472,Auto Crash,2025-01-09,2025-01-09,1,Lagos,1,1
IBD031475,Communal Clash,2025-01-09,2025-01-09,10,Jigawa,1,1
IBD031464,Ticketers Vs Okada Riders,2025-01-09,2025-01-09,1,Ekiti,1,1
IBD031471,Auto Crash,2025-01-09,2025-01-09,1,Ogun,1,1
PAR012733,Auto Crash,2025-01-08,2025-01-08,1,Ogun,1,1
PAR012728,Auto Crash,2025-01-08,2025-01-08,2,Oyo,1,1
PAR012732,Auto Crash,2025-01-08,2025-01-08,1,Lagos,1,1
IBD031470,Cult Killing,2025-01-08,2025-01-08,3,Bayelsa,1,1
IBD031467,Boko Haram Vs Policemen,2025-01-08,2025-01-08,2,Borno,1,1
IBD031469,Banditry,2025-01-08,2025-01-08,2,Kaduna,1,1
IBD031468,Inferno,2025-01-08,2025-01-08,2,Abuja,1,1
IBD031498,Corpse Found,2025-01-08,2025-01-08,1,Plateau,1,1
IBD031466,Security Operatives Vs Bandit,2025-01-08,2025-01-08,20,Katsina,1,1
IBD031462,Police Kill Bandits,2025-01-08,2025-01-08,1,Sokoto,1,1
IBD031453,Auto Crash,2025-01-07,2025-01-07,1,Lagos,1,1
IBD031474,Cult Killing,2025-01-07,2025-01-07,1,Ogun,1,1
IBD031452,Auto Crash,2025-01-07,2025-01-07,3,Oyo,1,1
IBD031478,Naf Airstrikes,2025-01-07,2025-01-07,28,Katsina,1,1
PAR012734,Communal Clash,2025-01-07,2025-01-07,10,Ebonyi,1,1
IBD031463,Auto Crash,2025-01-07,2025-01-07,5,Delta,1,1
IBD031465,Banditry,2025-01-07,2025-01-07,24,Katsina,1,1
IBD031533,Soldiers Vs Terrorists,2025-01-07,2025-01-07,5,Sokoto,1,1
IBD031444,Fire Incident,2025-01-06,2025-01-06,4,Sokoto,1,1
PAR012730,Pastor,2025-01-06,2025-01-06,1,Abuja,1,1
IBD031447,Electrician Dies,2025-01-06,2025-01-06,1,Ogun,1,1
IBD031445,Ied Explosion Kills 2,2025-01-06,2025-01-06,2,Abuja,1,1
PAR012727,Electrocution,2025-01-06,2025-01-06,1,Delta,1,1
IBD031448,Domestic Violence,2025-01-06,2025-01-06,1,Anambra,1,1
IBD031446,Army Vs Kidnappers,2025-01-06,2025-01-06,2,Rivers,1,1
IBD031450,Iswap Vs Army,2025-01-05,2025-01-05,23,Borno,1,1
IBD031451,Hoodlums Vs Vigilante,2025-01-05,2025-01-05,1,Niger,1,1
IBD031443,Cult Clash,2025-01-05,2025-01-05,6,Ondo,1,1
IBD031776,Military Vs Boko Haram,2025-01-05,2025-01-05,30,Borno,1,1
PAR012729,Gunmen Attacks,2025-01-05,2025-01-05,18,Imo,1,1
IBD031775,Gunmen Attack,2025-01-05,2025-01-05,18,Imo,1,1
IBD031439,Tanker Explosion,2025-01-05,2025-01-05,5,Delta,1,1
IBD031502,Female Corpse Discovered,2025-01-05,2025-01-05,1,Delta,1,1
IBD031456,Gas Explosion,2025-01-04,2025-01-04,4,Rivers,1,1
IBD031435,Auto Crash,2025-01-04,2025-01-04,1,Osun,1,1
IBD031441,Banditry,2025-01-04,2025-01-04,4,Katsina,1,1
IBD031455,Auto Crash,2025-01-04,2025-01-04,4,Abuja,1,1
PAR012725,Assailants Vs Children,2025-01-04,2025-01-04,3,Anambra,1,1
IBD031460,Army Vs Bandits,2025-01-04,2025-01-04,21,Zamfara,1,1
IBD031449,Security Operatives Vs Bandits,2025-01-04,2025-01-04,80,Katsina,1,1
PAR012731,Cult Clash,2025-01-04,2025-01-06,3,Lagos,1,1
IBD031437,Police Vs Kidnappers,2025-01-04,2025-01-04,2,Imo,1,1
IBD031612,Domestic Violence,2025-01-04,2025-01-04,1,Kogi,1,1
IBD031483,Diesel Reservoir Workers,2025-01-04,2025-01-04,2,Lagos,1,1
IBD031461,Military Vs Bandits,2025-01-04,2025-01-04,18,Zamfara,1,1
IBD031438,Auto Crash,2025-01-03,2025-01-03,1,Bayelsa,1,1
IBD031442,Wizardry,2025-01-03,2025-01-03,1,Ebonyi,1,1
IBD031432,Gunmen Vs Farmers,2025-01-03,2025-01-03,2,Kogi,1,1
IBD031966,Communal Clash,2025-01-03,2025-01-03,1,Imo,1,1
PAR012721,Auto Crash,2025-01-03,2025-01-03,2,Abia,1,1
IBD031434,Lakurawa Vs Police Officers,2025-01-03,2025-01-03,2,Kebbi,1,1
PAR012720,Policeman Kills Woman,2025-01-02,2025-01-02,1,Ekiti,1,1
IBD031440,Domestic Violence,2025-01-02,2025-01-02,1,Delta,1,1
PAR012722,Wedding Guest,2025-01-02,2025-01-02,1,Jigawa,1,1
IBD031512,Hoodlums Vs Man,2025-01-02,2025-01-02,1,Akwa Ibom,1,1
IBD031788,Assailants Vs Man,2025-01-02,2025-01-02,1,Edo,1,1
IBD031433,Farmers Vs Herders,2025-01-02,2025-01-02,11,Jigawa,1,1
PAR012718,Auto Crash,2025-01-02,2025-01-02,7,Gombe,1,1
PAR012713,Man Kills Bishop,2025-01-02,2025-01-02,1,Osun,1,1
PAR012711,Electrician Electrocuted,2025-01-01,2025-01-01,1,Lagos,1,1
PAR012717,Assailants Kill Ex Controller,2025-01-01,2025-01-01,1,Kwara,1,1
IBD031739,Medical Negligence,2025-01-01,2025-01-01,1,Lagos,1,1
PAR012715,Domestic Violence,2025-01-01,2025-01-01,1,Niger,1,1
PAR012710,Catholic Priest Kills Boy,2025-01-01,2025-01-01,1,Imo,1,1
IBD031454,Man Set Ablaze,2025-01-01,2025-01-01,1,Imo,1,1
PAR012712,Man Kills Another,2025-01-01,2025-01-01,1,Delta,1,1
PAR012703,Police Vs Kidnappers,2024-12-31,2024-12-31,2,Benue,12,12
PAR012714,Cult Clash,2024-12-31,2024-12-31,1,Delta,12,12
IBD031581,Domestic Violence,2024-12-31,2024-12-31,1,Ondo,12,12
PAR012709,Auto Crash,2024-12-31,2024-12-31,1,Lagos,12,12
PAR012706,Chieftaincy Candidate,2024-12-31,2024-12-31,1,Bayelsa,12,12
PAR012698,Chieftaincy Crisis,2024-12-30,2024-12-30,1,Delta,12,12
PAR012699,Gunmen Kill 7,2024-12-30,2024-12-30,6,Anambra,12,12
PAR012704,Banditry,2024-12-30,2024-12-30,3,Kaduna,12,12
IBD031459,Man Stab Woman,2024-12-30,2024-12-30,1,Ogun,12,12
PAR012697,Auto Crash,2024-12-29,2024-12-29,1,Benue,12,12
PAR012696,Cattler Rustlers Vs Herder,2024-12-29,2024-12-29,1,Ondo,12,12
PAR012702,Gang Kill Tailor,2024-12-29,2024-12-29,1,Plateau,12,12
IBD031458,Carnival,2024-12-28,2024-12-28,1,Ogun,12,12
PAR012693,Auto Crash,2024-12-28,2024-12-28,13,Ondo,12,12
PAR012707,Aurto Crash,2024-12-28,2024-12-28,1,Lagos,12,12
PAR012700,Banditry,2024-12-28,2024-12-28,1,Kaduna,12,12
PAR012695,Auto Crash,2024-12-28,2024-12-28,1,Ogun,12,12
PAR012701,Man Dies Separating Fight,2024-12-28,2024-12-28,1,Abuja,12,12
PAR012692,Dss Vs Bandits,2024-12-27,2024-12-27,3,Niger,12,12
PAR012694,Ipob Esn Vs Soldiers,2024-12-27,2024-12-27,3,Imo,12,12
IBD031436,Cult Clash,2024-12-27,2024-12-27,3,Lagos,12,12
PAR012685,Gunmen Kill Catholic Reverend Father,2024-12-26,2024-12-26,1,Anambra,12,12
PAR012686,Auto Crash,2024-12-26,2024-12-26,4,Ogun,12,12
PAR012684,Soldiers Vs Bandits,2024-12-26,2024-12-26,11,Zamfara,12,12
IBD031673,Corpse Found,2024-12-26,2024-12-26,1,Anambra,12,12
PAR012691,Auto Crash,2024-12-26,2024-12-26,1,Jigawa,12,12
IBD031431,Soldiers Vs Tricycle,2024-12-26,2024-12-26,1,Plateau,12,12
IBD009528,Domestic Violence,2024-12-25,2024-12-25,1,Cross River,12,12
PAR012688,Herdsmen Attack,2024-12-25,2024-12-25,17,Benue,12,12
IBD031896,Gas Explosion,2024-12-25,2024-12-25,1,Niger,12,12
PAR012687,Dock Worker,2024-12-25,2024-12-25,1,Lagos,12,12
PAR012689,Friend Kills Colleague,2024-12-25,2024-12-25,1,Kogi,12,12
PAR012683,Naf Vs Lakurawa Terrorists,2024-12-25,2024-12-25,10,Sokoto,12,12
PAR012708,Ritual Killing,2024-12-25,2024-12-25,1,Nasarawa,12,12
IBD031430,Domestic Violence,2024-12-24,2024-12-24,1,Edo,12,12
PAR012719,Witchcraft,2024-12-24,2024-12-24,1,Benue,12,12
IBD031490,Ritual Killing,2024-12-24,2024-12-24,1,Cross River,12,12
PAR012677,Auto Crash,2024-12-24,2024-12-24,2,Edo,12,12
PAR012679,Electrocution,2024-12-23,2024-12-23,1,Enugu,12,12
IBD031424,Domestic Violence,2024-12-23,2024-12-23,1,Ebonyi,12,12
PAR012680,Auto Crash,2024-12-23,2024-12-23,3,Plateau,12,12
IBD031418,Ritual Killing,2024-12-22,2024-12-22,1,Ogun,12,12
PAR012674,Auto Crash,2024-12-22,2024-12-22,8,Abia,12,12
PAR012673,Gunmen Kill 15,2024-12-22,2024-12-22,14,Plateau,12,12
IBD031421,Soldiers Vs Bandits,2024-12-21,2024-12-21,1,Kaduna,12,12
IBD031425,Soldiers Vs Kidnappers,2024-12-21,2024-12-21,1,Enugu,12,12
PAR012681,Communal Clash,2024-12-21,2024-12-21,1,Akwa Ibom,12,12
IBD031422,Fire Incident,2024-12-21,2024-12-21,3,Oyo,12,12
IBD031415,10 Die In Stampede,2024-12-21,2024-12-21,10,Abuja,12,12
PAR012678,Gang Clash,2024-12-21,2024-12-21,1,Niger,12,12
IBD031416,Stampede,2024-12-21,2024-12-21,22,Anambra,12,12
IBD031539,Teenagers Beat Man To Death,2024-12-21,2024-12-21,1,Gombe,12,12
IBD031419,Auto Crash,2024-12-20,2024-12-20,3,Ogun,12,12
IBD031809,Extrajudicial Killing,2024-12-20,2024-12-20,1,Kwara,12,12
PAR012676,Kidnap Victim,2024-12-20,2024-12-20,1,Plateau,12,12
IBD031417,Man Dies In Police Custody,2024-12-20,2024-12-20,1,Kwara,12,12
IBD031405,Auto Crash,2024-12-19,2024-12-19,5,Abuja,12,12
PAR012690,Soldiers Vs Bandits,2024-12-19,2024-12-19,5,Katsina,12,12
PAR012682,Murder Suspect,2024-12-19,2024-12-19,1,Niger,12,12
IBD031380,Police Vs Gunmen,2024-12-19,2024-12-19,5,Imo,12,12
IBD031413,Auto Crash,2024-12-19,2024-12-19,4,Ondo,12,12
IBD031427,Auto Crash,2024-12-19,2024-12-19,1,Abuja,12,12
IBD031403,Explosion,2024-12-19,2024-12-19,1,Niger,12,12
IBD031408,Auto Crash,2024-12-19,2024-12-19,1,Delta,12,12
IBD031428,Police Vigilantes Vs Herders,2024-12-18,2024-12-18,3,Abuja,12,12
IBD031411,Nysc Member Dies,2024-12-18,2024-12-18,1,Kebbi,12,12
IBD031406,Assailants Vs Man,2024-12-18,2024-12-18,1,Plateau,12,12
IBD031457,Witchcraft,2024-12-18,2024-12-18,1,Plateau,12,12
IBD031399,Children Die In Stampede,2024-12-18,2024-12-18,34,Oyo,12,12
IBD031410,Woman Dies,2024-12-18,2024-12-18,1,Ogun,12,12
